antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Ciência da Computação - Bacharelado - E200380461148'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Ciência da Computação - Bacharelado - E642946200380'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Ciência da Computação - Bacharelado - E681200461218'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,1.0,0.0006861407864275468,1.1579496090356212,0.2650918635170605,0.009287925696594429,0.13640456182473,0.1922169811320755
frozenset({'Ciência da Computação - Bacharelado - J0000001111'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Ciência da Computação - Bacharelado - P148855320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Ciência da Computação - Bacharelado - P893683855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Ciências Econômicas - Diurno - P148855320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Ciências Econômicas - Diurno - P512200642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Ciências Econômicas - Noturno - P200218642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Bacharelado em Estatística - Noturno - P681200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Bacharelado em Estatística - Noturno - P888402148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Curso de Engenharia Acústica - A218148855402'}),frozenset({'Aprovado'}),0.004344048653344918,0.27628149435273675,0.0017376194613379669,0.39999999999999997,1.4477987421383647,1.0,0.0005374392078508394,1.2061975094121054,0.3106457242582897,0.006230529595015576,0.17094837935174065,0.2031446540880503
frozenset({'Curso de Engenharia Aeroespacial - A292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0017376194613379669,0.6666666666666666,2.4129979035639413,1.0,0.0010175113092456903,2.1711555169417895,0.5871080139372822,0.006269592476489029,0.5394157663065225,0.33647798742138363
frozenset({'Curso de Engenharia Aeroespacial - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Aeroespacial - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Aeroespacial - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Aeroespacial - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Aeroespacial - B888642512642'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Curso de Engenharia Sanitária e Ambiental - B200380461148'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Sanitária e Ambiental - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Sanitária e Ambiental - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Sanitária e Ambiental - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia Sanitária e Ambiental - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia de Produção - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia de Produção - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia de Produção - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Curso de Engenharia de Produção - B888642512642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Civil - B200380461148'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,1.0,0.0006861407864275468,1.1579496090356212,0.2650918635170605,0.009287925696594429,0.13640456182473,0.1922169811320755
frozenset({'Engenharia Civil - B200380512402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Civil - B292200218320'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,1.0,0.0006861407864275468,1.1579496090356212,0.2650918635170605,0.009287925696594429,0.13640456182473,0.1922169811320755
frozenset({'Engenharia Civil - B380148200148'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Civil - B461200642855'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Civil - P946200888'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Elétrica - A380200380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Elétrica - B200380461148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Elétrica - B292200218320'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Engenharia Elétrica - B320888200683'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Engenharia Elétrica - B512402380642'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Engenharia Elétrica - B888642512642'}),frozenset({'Aprovado'}),0.0034752389226759338,0.27628149435273675,0.0017376194613379669,0.5,1.809748427672956,1.0,0.000777475258548265,1.4474370112945265,0.4489973844812555,0.00625,0.30912364945978393,0.2531446540880503
frozenset({'Engenharia Florestal - P394200218'}),frozenset({'Aprovado'}),0.004344048653344918,0.27628149435273675,0.0017376194613379669,0.39999999999999997,1.4477987421383647,1.0,0.0005374392078508394,1.2061975094121054,0.3106457242582897,0.006230529595015576,0.17094837935174065,0.2031446540880503
frozenset({'Engenharia Florestal - P888683642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Mecânica - AP681402512218'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Mecânica - B200380461148'}),frozenset({'Aprovado'}),0.007819287576020852,0.27628149435273675,0.0026064291920069507,0.3333333333333333,1.2064989517819706,1.0,0.00044610473573012104,1.0855777584708948,0.17250437828371282,0.009259259259259259,0.0788315326130452,0.17138364779874213
frozenset({'Engenharia Mecânica - B292200218320'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Mecânica - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Mecânica - B380148200148'}),frozenset({'Aprovado'}),0.004344048653344918,0.27628149435273675,0.0017376194613379669,0.39999999999999997,1.4477987421383647,1.0,0.0005374392078508394,1.2061975094121054,0.3106457242582897,0.006230529595015576,0.17094837935174065,0.2031446540880503
frozenset({'Engenharia Mecânica - B461200642855'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Mecânica - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Mecânica - B888642512642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - A218148855402'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Química - A292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - B200380461148'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,1.0,0.0006861407864275468,1.1579496090356212,0.2650918635170605,0.009287925696594429,0.13640456182473,0.1922169811320755
frozenset({'Engenharia Química - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - B380148200148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Química - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - B888642512642'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Engenharia Química - P380148200'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - P394200218'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Engenharia Química - P512200642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - P855200218'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Engenharia Química - P888402148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,1.0,0.0002974031571534139,1.0855777584708948,0.17205240174672484,0.006211180124223602,0.0788315326130452,0.16981132075471697
frozenset({'Física - Bacharelado - AP806642512402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Física - Bacharelado - B888642512642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Física - Bacharelado - P642380402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Física - Licenciatura Plena - P642380402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Física - Licenciatura Plena Noturno - P888683320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química - Bacharelado - B888642512642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química - Bacharelado - P380148200'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química - Licenciatura - AP806642512402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química - Licenciatura - B200380461148'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Química - Licenciatura - B380148200148'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,1.0,0.0003887376292741325,1.4474370112945265,0.4482158398607485,0.003134796238244514,0.30912364945978393,0.25157232704402516
frozenset({'Química - Licenciatura - B806642512402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química Industrial - B200380461148'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química Industrial - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química Industrial - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
frozenset({'Química Industrial - P148855320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,1.0,0.00014870157857670694,1.0855777584708948,0.17160278745644594,0.003125,0.0788315326130452,0.16823899371069181
