antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Ciência da Computação - Bacharelado - P893683855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Ciências Econômicas - Diurno - P148855320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Ciências Econômicas - Diurno - P512200642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Ciências Econômicas - Noturno - P200218642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Bacharelado em Estatística - Noturno - P681200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Bacharelado em Estatística - Noturno - P888402148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,0.0002974031571534139,1.0855777584708948,0.17205240174672484
frozenset({'Curso de Engenharia Acústica - A218148855402'}),frozenset({'Aprovado'}),0.004344048653344918,0.27628149435273675,0.0017376194613379669,0.39999999999999997,1.4477987421383647,0.0005374392078508394,1.2061975094121054,0.3106457242582897
frozenset({'Curso de Engenharia Aeroespacial - A292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0017376194613379669,0.6666666666666666,2.4129979035639413,0.0010175113092456903,2.1711555169417895,0.5871080139372822
frozenset({'Curso de Engenharia Aeroespacial - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Aeroespacial - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Aeroespacial - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Aeroespacial - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Aeroespacial - B888642512642'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,0.0002974031571534139,1.0855777584708948,0.17205240174672484
frozenset({'Curso de Engenharia Sanitária e Ambiental - B200380461148'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Sanitária e Ambiental - B292200218320'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Sanitária e Ambiental - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Sanitária e Ambiental - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia Sanitária e Ambiental - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia de Produção - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia de Produção - B461200642855'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia de Produção - B512402380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Curso de Engenharia de Produção - B888642512642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Civil - B200380461148'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,0.0006861407864275468,1.1579496090356212,0.2650918635170605
frozenset({'Engenharia Civil - B200380512402'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Civil - B292200218320'}),frozenset({'Aprovado'}),0.0069504778453518675,0.27628149435273675,0.0026064291920069507,0.37500000000000006,1.3573113207547172,0.0006861407864275468,1.1579496090356212,0.2650918635170605
frozenset({'Engenharia Civil - B380148200148'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Civil - B461200642855'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,0.0002974031571534139,1.0855777584708948,0.17205240174672484
frozenset({'Engenharia Civil - P946200888'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Elétrica - A380200380642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Elétrica - B200380461148'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,0.0002974031571534139,1.0855777584708948,0.17205240174672484
frozenset({'Engenharia Elétrica - B292200218320'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,0.0003887376292741325,1.4474370112945265,0.4482158398607485
frozenset({'Engenharia Elétrica - B320888200683'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,0.0003887376292741325,1.4474370112945265,0.4482158398607485
frozenset({'Engenharia Elétrica - B512402380642'}),frozenset({'Aprovado'}),0.0017376194613379669,0.27628149435273675,0.0008688097306689834,0.5,1.809748427672956,0.0003887376292741325,1.4474370112945265,0.4482158398607485
frozenset({'Engenharia Elétrica - B888642512642'}),frozenset({'Aprovado'}),0.0034752389226759338,0.27628149435273675,0.0017376194613379669,0.5,1.809748427672956,0.000777475258548265,1.4474370112945265,0.4489973844812555
frozenset({'Engenharia Florestal - P394200218'}),frozenset({'Aprovado'}),0.004344048653344918,0.27628149435273675,0.0017376194613379669,0.39999999999999997,1.4477987421383647,0.0005374392078508394,1.2061975094121054,0.3106457242582897
frozenset({'Engenharia Florestal - P888683642'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Mecânica - AP681402512218'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
frozenset({'Engenharia Mecânica - B200380461148'}),frozenset({'Aprovado'}),0.007819287576020852,0.27628149435273675,0.0026064291920069507,0.3333333333333333,1.2064989517819706,0.00044610473573012104,1.0855777584708948,0.17250437828371282
frozenset({'Engenharia Mecânica - B292200218320'}),frozenset({'Aprovado'}),0.005212858384013901,0.27628149435273675,0.0017376194613379669,0.3333333333333333,1.2064989517819706,0.0002974031571534139,1.0855777584708948,0.17205240174672484
frozenset({'Engenharia Mecânica - B320888200683'}),frozenset({'Aprovado'}),0.0026064291920069507,0.27628149435273675,0.0008688097306689834,0.3333333333333333,1.2064989517819706,0.00014870157857670694,1.0855777584708948,0.17160278745644594
